Year,temparature_anomaly_celsium,CO2(ppmv),CH4(ppbv)
-131049,-4.35,,
-131117,-4.13,,
-131119,,223.9,
-131155,,220.3,
-131183,-3.03,,
-131244,-3.21,,
-131289,,,449.0
-131308,-4.71,,
-131377,-4.68,,
-131447,-3.57,,
-131477,,210.6,
-131511,-2.99,,
-131574,-3.7,,
-131638,-4.48,,
-131653,,,506.0
-131707,-4.8,,
-131779,-5.32,,
-131825,,222.74,
-131852,-3.66,,
-131919,-5.02,,
-131991,-4.84,,
-132034,,,428.0
-132063,-5.18,,
-132137,-5.7,,
-132173,,208.9,
-132213,-4.65,,
-132285,-5.61,,
-132337,,203.7,
-132362,-5.48,,
-132439,-5.47,,436.0
-132516,-5.89,,
-132572,,212.43,
-132595,-5.79,,
-132673,-5.76,,
-132753,-6.31,,
-132835,-6.07,,
-132850,,,415.0
-132916,-6.29,,
-132999,-6.88,,
-133010,,204.5,
-133086,-8.34,,
-133164,,200.4,
-133174,-6.99,,
-133257,,198.0,
-133263,-7.66,,
-133352,,,404.0
-133356,-7.77,,
-133451,-7.73,,
-133546,-7.8,,
-133642,-7.15,,
-133653,,198.0,
-133741,-6.83,,
-133829,-8.01,,
-133853,,,382.0
-133925,-7.47,,
-133933,,201.7,
-134017,-6.54,,
-134061,,200.7,
-134105,-7.39,,
-134197,-8.39,,
-134297,-7.89,,
-134301,,202.4,
-134395,-8.48,,
-134422,,,409.0
-134497,-8.73,,
-134602,-8.77,,
-134615,,203.74,
-134617,,195.8,
-134705,,201.1,
-134706,-8.27,,
-134801,-8.51,,
-134856,,,375.0
-134903,-8.12,,
-135003,-8.46,,
-135105,-8.68,,
-135208,-7.44,,
-135303,-7.46,,
-135343,,194.3,
-135397,-8.28,,
-135497,-8.11,,
-135575,,,395.0
-135597,-7.77,,
-135683,,193.4,
-135696,-8.35,,
-135793,-8.59,,
-135813,,199.18,
-135869,,,395.0
-135897,-8.19,,
-135997,-7.77,,
-136032,,194.2,
-136096,-8.33,,
-136197,-8.06,,
-136235,,190.2,
-136297,-8.49,,
-136400,-8.53,,
-136501,,,406.0
-136503,-7.93,,
-136603,-8.85,,
-136709,-9.01,,
-136813,-8.78,,
-136884,,198.55,
-136919,,,368.0
-136920,-9.43,,
-137032,-9.07,,
-137142,-8.94,,
-137251,-9.32,,
-137325,,192.3,
-137360,-8.77,,
-137455,,,432.0
-137466,-8.54,,
-137571,-8.57,,
-137667,,196.5,
-137677,-8.85,,
-137784,-9.14,,
-137895,-8.48,,
-137999,,192.75,
-138000,-9.13,,
-138021,,,358.0
-138109,-8.01,,
-138212,-9.19,,
-138322,-9.11,,
-138433,-8.47,,
-138538,-8.22,,
-138568,,,342.0
-138640,-9.06,,
-138751,-8.67,,
-138858,-9.02,,
-138949,,195.6,
-138968,-9.13,,
-139010,,196.4,
-139080,-9.17,,
-139125,,,349.0
-139192,-8.76,,
-139300,-8.84,,
-139408,-8.38,,
-139514,-8.81,,
-139622,-9.33,,
-139668,,,359.0
-139736,-8.0,,
-139837,-7.95,,
-139937,-8.51,,
-140043,-7.82,,
-140108,,190.4,
-140143,-8.42,,
-140217,,,368.0
-140248,-8.78,,
-140357,-9.29,,
-140410,,196.51,
-140470,-8.61,,
-140578,-8.71,,
-140686,-8.15,,
-140789,-8.27,,
-140827,,,375.0
-140892,-7.66,,
-140991,-8.23,,
-141095,-8.91,,
-141205,-8.84,,
-141260,,,385.0
-141315,-9.04,,
-141426,-8.04,,
-141529,-7.5,,
-141627,-8.51,,
-141701,,194.59,
-141733,-9.1,,
-141846,-8.35,,
-141849,,,401.0
-141952,-9.09,,
-142065,-8.87,,
-142175,-8.07,,
-142278,-7.64,,
-142352,,,401.0
-142378,-8.3,,
-142482,-8.34,,
-142588,-8.47,,
-142695,-7.93,,
-142797,-8.47,,
-142849,,196.02,
-142884,,,375.0
-142904,-8.27,,
-143009,-7.91,,
-143112,-8.96,,
-143223,-8.22,,
-143328,-8.1,,
-143413,,196.9,
-143432,-7.92,,
-143449,,,391.0
-143534,-8.99,,
-143646,-8.39,,
-143754,-8.8,,
-143865,-9.29,,
-143981,-8.82,,
-144079,,,402.0
-144092,-7.38,,
-144158,,193.59,
-144190,-8.09,,
-144294,-8.48,,
-144402,-8.33,,
-144483,,,410.0
-144509,-7.97,,
-144612,-8.18,,
-144714,-6.82,,
-144803,-8.33,,
-144907,-7.65,,
-145008,-7.9,,
-145098,,,421.0
-145110,-7.54,,
-145210,-8.26,,
-145316,-8.62,,
-145426,-8.78,,
-145537,-8.87,,
-145559,,,423.0
-145650,-8.49,,
-145760,-8.8,,
-145871,-8.07,,
-145976,-7.33,,
-146074,-7.35,,
-146084,,,471.0
-146173,-8.2,,
-146277,-7.66,,
-146283,,195.81,
-146377,-7.15,,
-146474,-7.94,,
-146577,-8.15,,
-146632,,,428.0
-146683,-8.38,,
-146791,-8.31,,
-146881,,203.0,
-146898,-7.65,,
-147000,-8.14,,
-147106,-8.31,,
-147213,-8.09,,
-147240,,,433.0
-147320,-8.49,,
-147429,-7.86,,
-147516,,201.78,
-147533,-7.86,,
-147636,-6.91,,
-147686,,,441.0
-147731,-7.84,,
-147834,-6.92,,
-147853,,191.9,
-147929,-7.14,,
-147971,,188.9,
-148026,-7.0,,
-148122,-6.96,,
-148176,,,404.0
-148217,-6.92,,
-148312,-7.17,,
-148409,-7.04,,
-148506,-7.55,,
-148606,-7.55,,
-148644,,202.51,
-148698,,,400.0
-148707,-7.31,,
-148806,-7.53,,
-148907,-7.43,,
-149007,-7.66,,
-149109,-7.77,,
-149212,-7.42,,
-149233,,,432.0
-149313,-7.16,,
-149412,-8.11,,
-149473,,200.6,
-149494,,202.35,
-149516,-7.01,,
-149615,-7.6,,
-149716,-7.7,,
-149765,,,422.0
-149819,-7.65,,
-149922,-7.76,,
-150026,-7.81,,
-150130,-7.93,,
-150235,-7.61,,
-150338,-7.43,,
-150411,,,426.0
-150439,-7.66,,
-150542,-7.4,,
-150643,-7.17,,
-150739,-7.45,,
-150831,,,413.0
-150840,-8.14,,
-150947,-7.83,,
-151041,-7.88,,
-151146,-7.88,,
-151252,-8.07,,
-151360,-8.65,,
-151388,,,402.0
-151472,-7.91,,
-151579,-7.89,,
-151685,-7.64,,
-151791,-7.97,,
-151824,,198.78,
-151898,-8.36,,
-151972,,,403.0
-152010,-9.1,,
-152128,-9.0,,
-152246,-8.03,,
-152354,-8.19,,
-152464,-8.43,,
-152515,,,393.0
-152530,,189.0,
-152576,-8.63,,
-152691,-9.28,,
-152812,-9.03,,
-152931,-8.72,,
-152939,,196.3,
-153047,-9.09,,
-153072,,,385.0
-153167,-8.93,,
-153285,-8.48,,
-153398,-8.53,,
-153445,,185.5,
-153513,-9.25,,
-153615,,,407.0
-153634,-8.36,,
-153747,-8.38,,
-153859,-8.62,,
-153863,,187.5,
-153975,-8.99,,
-154094,-9.92,,
-154208,,,399.0
-154224,-10.03,,
-154356,-9.58,189.38,
-154486,-8.78,,
-154603,-8.96,,
-154723,-9.61,,
-154833,,,422.0
-154849,-8.53,,
-154965,-8.94,,
-155081,-8.77,,
-155199,-8.64,,
-155316,-9.52,,
-155441,-9.16,,
-155481,,,400.0
-155563,-8.27,,
-155677,-8.41,,
-155791,-8.82,,
-155905,-8.48,,
-156021,-9.04,,
-156047,,,410.0
-156141,-8.95,,
-156242,-9.02,,
-156342,-9.73,,
-156446,-9.07,,
-156546,-8.11,,
-156570,,,407.0
-156657,-7.92,,
-156716,,189.0,
-156762,-7.57,,
-156863,-7.29,,
-156961,-6.06,,
-157048,,,440.0
-157060,-6.52,,
-157154,-5.74,,
-157250,-6.86,,
-157348,-7.49,,
-157436,-6.99,,
-157526,,,407.0
-157540,-6.93,,
-157612,,204.3,
-157638,-7.3,,
-157741,-7.38,,
-157766,,185.5,
-157845,-7.58,,
-157947,-7.96,,
-157993,,196.5,
-158052,-7.46,,
-158058,,,415.0
-158156,-7.47,,
-158204,,187.5,
-158258,-7.39,,
-158373,-7.7,,
-158482,-7.57,,
-158589,-7.57,,
-158661,,,410.0
-158693,-8.17,,
-158806,-8.02,,
-158917,-8.1,,
-159030,-8.23,,
-159147,-8.0,,
-159260,-9.04,,
-159379,-8.87,,
-159389,,,424.0
-159493,-8.13,,
-159608,-7.24,,
-159712,-6.93,,
-159729,,191.6,
-159813,-7.54,,
-159840,,,413.0
-159926,-6.73,,
-160024,-6.62,,
-160126,-6.39,,
-160227,-6.47,,
-160278,,190.1,
-160327,-6.21,,
-160371,,,442.0
-160425,-6.91,,
-160525,-6.17,,
-160620,-7.32,,
-160721,-7.82,,
-160824,-6.83,,
-160896,,,411.0
-160927,-6.97,,
-161029,-6.88,,
-161074,,186.7,
-161130,-6.92,,
-161232,-7.45,,
-161339,-7.12,,
-161415,,,417.0
-161443,-8.58,,
-161555,-8.52,,
-161672,-7.4,,
-161748,,183.8,
-161780,-7.12,,
-161885,-8.4,,
-161908,,204.3,
-162002,-9.28,,
-162024,,,393.0
-162124,-8.93,,
-162247,-9.49,,
-162377,-9.12,,
-162384,,196.5,
-162489,,196.6,
-162503,-8.38,,
-162599,,,384.0
-162621,-8.62,,
-162742,-8.75,,
-162863,-8.54,,
-162983,-8.25,,
-163100,-9.19,,
-163198,,,424.0
-163226,-8.92,,
-163347,-8.64,,
-163467,-7.77,,
-163579,-8.19,,
-163696,-8.73,,
-163783,,,433.0
-163817,-8.39,,
-163936,-8.19,,
-164052,-8.0,,
-164168,-9.08,,
-164193,,191.6,
-164294,-8.54,,
-164360,,,449.0
-164408,-8.15,,
-164523,-7.63,,
-164635,-8.6,,
-164755,-8.34,,
-164834,,190.1,
-164874,-8.88,,
-164957,,,479.0
-164991,-7.38,,
-165100,-7.61,,
-165210,-7.54,,
-165233,,197.8,
-165320,-7.56,,
-165430,-7.34,,
-165531,-6.98,,
-165540,,,495.0
-165636,-7.95,,
-165750,-7.41,,
-165859,-7.16,,
-165964,,186.7,
-165965,-6.32,,
-166061,,,496.0
-166065,-6.79,,
-166166,-6.06,,
-166263,-5.83,,
-166358,-6.76,,
-166463,-7.09,,
-166542,,,445.0
-166565,-6.46,,
-166666,-6.68,,
-166769,-8.14,,
-166795,,183.8,
-166880,-7.89,,
-166987,-6.46,,
-167051,,,478.0
-167087,-6.58,,
-167188,-6.49,,
-167289,-6.79,,
-167392,-7.53,,
-167503,-7.63,,
-167542,,197.7,
-167564,,196.6,
-167603,,,442.0
-167615,-7.54,,
-167725,-6.64,,
-167828,-6.59,,
-167930,-8.03,,
-168046,-7.65,,
-168159,-7.91,,
-168213,,,448.0
-168275,-8.13,,
-168393,-8.31,,
-168506,-8.12,,
-168619,-8.27,,
-168732,-8.12,,
-168816,,,484.0
-168849,-8.18,,
-168965,-8.44,,
-169085,-8.56,,
-169206,-8.13,,
-169325,-8.28,,
-169397,,,480.0
-169401,,196.0,
-169444,-7.4,,
-169555,-6.97,,
-169659,-6.55,,
-169761,-6.03,,
-169860,-6.64,,
-169961,-5.92,,
-169989,,197.8,
-170058,-5.84,,
-170155,-6.68,,
-170258,-6.1,,
-170358,-7.1,,
-170464,-6.76,,
-170480,,,433.0
-170484,,190.3,
-170570,-7.45,,
-170681,-6.71,,
-170798,-7.46,,
-170911,-7.64,,
-171025,-8.46,,
-171147,-7.4,,
-171185,,189.4,
-171189,,,456.0
-171260,-8.14,,
-171378,-7.61,,
-171444,,190.1,
-171493,-8.17,,
-171614,-8.18,,
-171683,,,427.0
-171735,-8.7,,
-171861,-8.32,,
-171983,-8.07,,
-172102,-7.99,,
-172221,-8.12,,
-172236,,,457.0
-172341,-7.81,,
-172460,-8.38,,
-172492,,197.7,
-172578,-7.56,,
-172692,-7.98,,
-172789,,,471.0
-172810,-7.37,,
-172923,-7.87,,
-173040,-8.41,,
-173163,-7.46,,
-173277,-7.62,,
-173356,,207.7,
-173391,,,466.0
-173392,-7.95,,
-173511,-8.15,,
-173632,-8.89,,
-173762,-8.87,,
-173883,,196.0,
-173891,-9.23,,
-174025,-8.6,,
-174079,,,499.0
-174153,-8.53,,
-174279,-8.68,,
-174407,-8.87,,
-174537,-8.28,,
-174660,-8.28,,
-174724,,,547.0
-174777,-8.11,,
-174898,-6.94,,
-174903,,190.3,
-175008,-6.79,,
-175114,-5.61,,
-175189,,213.2,
-175215,-6.33,,
-175301,,,550.0
-175318,-6.84,,
-175425,-6.76,,
-175528,-6.61,,
-175583,,189.4,
-175634,-7.93,,
-175750,-5.84,,
-175779,,190.1,
-175828,,,542.0
-175851,-5.71,,
-175948,-5.4,,
-176043,-5.99,,
-176145,-5.85,,
-176229,,217.7,
-176244,-6.32,,
-176348,-6.54,,
-176454,-6.69,,
-176471,,,479.0
-176560,-5.93,,
-176662,-7.0,,
-176772,-6.92,,
-176882,-7.05,,
-176969,,,483.0
-176993,-7.46,,
-177110,-8.03,,
-177167,,198.1,
-177232,-8.68,,
-177357,-8.16,,
-177482,-8.83,,
-177612,-8.58,,
-177627,,,452.0
-177744,-8.2,,
-177868,-7.13,,
-177923,,207.7,
-177983,-8.95,,
-178112,-8.39,,
-178118,,199.7,
-178240,-7.47,,
-178270,,,490.0
-178359,-8.26,,
-178484,-8.6,,
-178615,-8.68,,
-178747,-9.02,,
-178879,-8.1,,
-179006,-8.49,,
-179069,,,496.0
-179135,-8.29,,
-179264,-9.0,,
-179352,,213.2,
-179400,-8.79,,
-179534,-8.32,,
-179614,,,496.0
-179652,-9.08,,
-179779,-9.06,,
-179918,-8.55,,
-180050,-9.24,,
-180096,,203.4,
-180182,-8.89,,
-180246,,217.7,
-180319,-8.02,,
-180323,,,528.0
-180457,-8.51,,
-180583,-8.41,,
-180712,-8.84,,
-180848,-8.74,,
-180965,,,530.0
-180979,-8.84,,
-181112,-8.77,,
-181245,-9.23,,
-181307,,198.1,
-181381,-8.32,,
-181511,-9.26,,
-181647,-9.2,,
-181766,,,532.0
-181789,-8.84,,
-181927,-8.31,,
-182059,-8.55,,
-182193,-8.35,,
-182258,,,514.0
-182325,-9.04,,
-182421,,199.7,
-182465,-8.82,,
-182604,-8.43,,
-182735,,210.7,
-182738,-9.15,,
-182881,-8.66,,
-182905,,,476.0
-183017,-8.35,,
-183151,-7.87,,
-183278,-7.51,,
-183402,-8.5,,
-183537,-8.41,,
-183593,,,459.0
-183671,-8.22,,
-183804,-8.34,,
-183938,-7.89,,
-184067,-7.84,,
-184195,-7.77,,
-184256,,,447.0
-184322,-7.65,,
-184448,-7.69,,
-184461,,203.4,
-184562,-7.33,,
-184683,-6.47,,
-184747,,231.3,
-184797,-7.03,,
-184916,-6.75,,
-184962,,,437.0
-185033,-6.63,,
-185149,-6.63,,
-185263,-5.54,,
-185369,-5.62,,
-185466,,,446.0
-185475,-5.83,,
-185582,-5.09,,
-185682,-5.02,,
-185782,-4.38,,
-185876,-3.89,,
-185966,-4.32,,
-185981,,,462.0
-186059,-4.03,,
-186151,-5.69,,
-186257,-5.69,,
-186364,-5.64,,
-186471,-5.57,,
-186486,,231.4,
-186487,,210.7,
-186547,,,425.0
-186578,-6.58,,
-186694,-6.12,,
-186806,-6.2,,
-186921,-6.62,,
-187039,-5.45,,
-187073,,,423.0
-187126,,220.3,
-187145,-6.11,,
-187257,-6.11,,
-187370,-6.73,,
-187489,-6.73,,
-187608,-6.27,,
-187651,,,432.0
-187723,-6.51,,
-187841,-6.66,,
-187856,,231.3,
-187961,-7.43,,
-188089,-6.31,,
-188205,-6.71,,
-188309,,,470.0
-188325,-7.02,,
-188402,,218.0,
-188450,-7.99,,
-188585,-8.01,,
-188721,-7.08,,
-188849,-8.06,,
-188986,-6.97,,
-189111,-7.18,,
-189120,,,471.0
-189238,-7.27,,
-189304,,231.4,
-189366,-6.74,,
-189489,-6.91,,
-189613,-6.28,,
-189652,,,496.0
-189732,-6.93,,
-189855,-5.48,,
-189966,-5.74,,
-190014,,220.3,
-190075,-4.75,,
-190150,,,512.0
-190176,-4.94,,
-190280,-4.67,,
-190382,-4.77,,
-190485,-6.51,,
-190605,-5.96,,
-190722,-6.64,,
-190742,,,503.0
-190844,-6.17,,
-190960,,226.5,
-190962,-6.02,,
-191078,-5.43,,
-191124,,218.0,
-191189,-6.58,,
-191313,-7.47,,
-191329,,,493.0
-191446,-6.6,,
-191531,,220.0,
-191570,-6.75,,
-191695,-6.81,,
-191819,-6.99,,
-191947,-6.22,,
-191965,,,472.0
-192069,-7.26,,
-192199,-5.95,,
-192318,-6.79,,
-192444,-6.2,,
-192550,,,488.0
-192565,-6.21,,
-192685,-5.98,,
-192803,-5.67,,
-192919,-6.57,,
-193043,-5.34,,
-193067,,226.4,
-193113,,,530.0
-193155,-4.88,,
-193176,,226.5,
-193263,-5.35,,
-193374,-5.06,,
-193483,-5.05,,
-193595,-5.35,,
-193655,,,534.0
-193691,-4.47,,
-193723,,241.2,
-193792,-5.15,,
-193849,,220.0,
-193902,-4.91,,
-194010,-4.93,,
-194117,-3.8,,
-194154,,,548.0
-194218,-4.96,,
-194229,,242.6,
-194324,-4.56,,
-194427,-4.9,,
-194532,-4.39,,
-194629,-4.81,,
-194666,,,564.0
-194736,-4.59,,
-194841,-4.2,,
-194943,-3.96,,
-195043,-3.87,,
-195141,-3.68,,
-195165,,,589.0
-195239,-3.2,,
-195332,-3.43,,
-195427,-3.57,,
-195523,-3.57,,
-195618,-3.0,,
-195632,,,579.0
-195637,,226.4,
-195706,-2.76,,
-195795,-3.1,,
-195887,-2.92,,
-195978,-2.86,,
-196068,-2.67,,
-196086,,,598.0
-196157,-2.16,,
-196243,-2.6,,
-196331,-3.61,,
-196377,,241.2,
-196426,-2.58,,
-196515,-2.74,,609.0
-196604,-1.71,,
-196686,-1.81,,
-196765,-2.29,,
-196850,-2.86,,
-196940,-2.51,,
-196954,,,668.0
-196988,,242.6,
-197022,,250.9,
-197028,-2.19,,
-197114,-2.25,,
-197200,-2.38,,
-197287,-2.04,,
-197372,-2.46,,
-197400,,,627.0
-197460,-2.17,,
-197546,-2.28,,
-197633,-2.64,,
-197722,-2.68,,
-197811,-1.37,,
-197892,-1.73,,
-197968,,239.1,
-197975,-1.93,,
-198059,-2.29,,
-198146,-1.65,,
-198229,-2.55,,
-198318,-2.63,,
-198398,,,539.0
-198408,-2.43,,
-198497,-2.47,,
-198586,-2.41,,
-198674,-1.73,,
-198758,-2.21,,
-198791,,,530.0
-198844,-2.13,,
-198931,-2.26,,
-199018,-2.29,,
-199105,-1.42,,
-199187,-3.17,,
-199213,,247.6,
-199283,-2.51,,
-199344,,,539.0
-199373,-2.1,,
-199458,-1.78,,
-199542,-1.68,,
-199626,-2.5,,
-199709,,,541.0
-199716,-2.94,,
-199802,,250.9,
-199809,-2.94,,
-199904,-3.22,,
-200000,-2.92,,
-200094,-3.88,,
-200197,-3.7,,
-200213,,,466.0
-200298,-3.69,,
-200399,-3.24,,
-200463,,244.4,
-200497,-3.69,,
-200598,-4.33,,
-200706,-4.14,,
-200726,,,489.0
-200794,,239.1,
-200811,-3.58,,
-200914,-4.67,,
-200924,,231.9,
-201024,-4.93,,
-201139,-4.71,,
-201250,-4.22,,
-201302,,,436.0
-201359,-5.14,,
-201367,,232.2,
-201476,-4.11,,
-201584,-4.74,,
-201697,-4.82,,
-201810,-4.48,,
-201847,,,493.0
-201887,,228.6,
-201892,,247.6,
-201921,-4.21,,
-202029,-4.92,,
-202147,-4.78,,
-202260,-4.09,,
-202368,-4.34,,
-202401,,,462.0
-202477,-4.02,,
-202530,,226.3,
-202587,-3.34,,
-202687,-3.93,,
-202793,-4.54,,
-202904,-3.97,,
-202936,,,488.0
-202958,,229.4,
-203010,-3.31,,
-203111,-3.43,,
-203213,-3.35,,
-203253,,244.4,
-203314,-3.4,,
-203412,,231.4,
-203415,-3.4,,
-203426,,,490.0
-203515,-2.67,,
-203611,-3.89,,
-203625,,231.9,
-203715,-3.0,,
-203813,-3.02,,
-203911,-3.41,,
-203932,,,506.0
-203994,,232.2,
-204002,,238.1,
-204012,-3.53,,
-204114,-3.29,,
-204194,,237.2,
-204215,-3.24,,
-204315,-3.01,,
-204401,,,487.0
-204409,,228.6,
-204413,-2.6,,
-204508,-2.22,,
-204601,-3.06,,
-204699,-3.23,,
-204798,-2.75,,
-204860,,230.0,
-204895,-3.77,,
-204902,,,499.0
-204946,,226.3,
-204999,-2.98,,
-205097,-2.89,,
-205170,,240.5,
-205194,-2.94,,
-205290,,229.4,
-205291,-3.08,,
-205390,-3.27,,513.0
-205491,-2.76,,
-205587,-2.98,,
-205594,,242.2,
-205672,,231.4,
-205684,-2.46,,
-205773,-2.39,,
-205836,,,504.0
-205865,-2.29,,
-205958,-2.87,,
-206053,-2.35,,
-206114,,244.6,
-206147,-2.41,,
-206158,,238.1,
-206240,-2.19,,
-206304,,243.9,
-206324,,237.2,
-206331,-2.62,,
-206403,,,515.0
-206426,-2.61,,
-206520,-2.74,,
-206615,-1.95,,
-206705,-1.69,,
-206763,,,511.0
-206792,-2.24,,
-206853,,247.2,
-206871,,230.0,
-206884,-2.38,,
-206976,-1.64,,
-207045,,252.0,
-207063,-1.67,,
-207132,,240.5,
-207150,-2.32,,
-207203,,,532.0
-207241,-1.8,,
-207330,-2.53,,
-207423,-2.19,,
-207482,,246.9,
-207495,,242.2,
-207514,-1.4,,
-207600,-2.39,,
-207663,,,548.0
-207692,-1.46,,
-207778,-2.24,,
-207867,-1.35,239.5,
-207953,-1.77,,
-208016,,244.6,
-208040,-1.49,,
-208103,,,565.0
-208125,-1.84,,
-208204,,257.4,
-208207,-0.24,,
-208225,,243.9,
-208284,-1.39,,
-208368,-1.55,,
-208453,-1.27,,
-208528,,,558.0
-208537,-1.29,,
-208621,-2.21,,
-208707,-1.8,,
-208795,-2.43,,
-208863,,243.4,
-208882,,247.2,
-208888,-2.01,,
-208954,,,579.0
-208976,-1.12,,
-209059,-1.11,,
-209108,,252.0,
-209142,-1.76,,
-209229,-2.33,,
-209320,-1.07,,
-209400,,,593.0
-209403,-1.39,,
-209487,-2.06,,
-209577,-2.05,,
-209627,,246.9,
-209666,-2.48,,
-209750,-2.01,,
-209835,-2.34,,
-209852,,,577.0
-209908,,251.2,
-209927,-2.03,,
-210016,-1.74,,
-210104,-2.01,,
-210128,,239.5,
-210193,-1.5,,
-210279,-2.75,,
-210311,,,583.0
-210373,-2.14,,
-210465,-2.62,,
-210558,-2.59,,
-210583,,257.4,
-210652,-2.27,,
-210741,-1.81,,
-210742,,,586.0
-210766,,241.4,
-210829,-1.99,,
-210917,-2.0,,
-211007,-2.3,,
-211098,-1.89,,
-211179,,,573.0
-211186,-1.58,,
-211272,-2.38,,
-211320,,240.3,
-211363,-1.96,,
-211380,,243.4,
-211452,-1.93,,
-211541,-2.75,,
-211586,,242.6,
-211633,-2.7,,
-211638,,,574.0
-211728,-3.02,,
-211825,-1.98,,
-211914,-1.41,,
-211999,-1.76,,
-212034,,247.5,
-212086,-2.67,,
-212102,,,591.0
-212176,-2.5,,
-212208,,251.2,
-212269,-1.86,,
-212358,-2.59,,
-212451,-2.09,,
-212509,,251.7,
-212541,-1.81,,
-212569,,,561.0
-212629,-1.98,,
-212717,-1.92,,
-212805,-1.83,,
-212844,,251.1,
-212892,-1.39,,
-212974,-2.25,,
-213015,,,569.0
-213061,-1.0,,
-213130,,241.4,
-213143,-1.39,,
-213226,-1.17,,
-213308,-1.77,,
-213391,-1.64,,
-213432,,245.3,
-213477,-1.7,,
-213481,,,506.0
-213563,-1.46,,
-213648,-2.25,,
-213736,-2.01,,
-213825,-2.51,,
-213915,-2.22,,
-213962,,240.3,
-213965,,,457.0
-214006,-2.39,,
-214098,-2.5,,
-214191,-2.9,,
-214288,-3.19,,
-214356,,242.6,
-214387,-2.82,,
-214402,,240.5,
-214452,,,480.0
-214483,-2.89,,
-214580,-2.78,,
-214676,-2.95,,
-214774,-3.72,,
-214878,-3.72,,
-214914,,247.5,
-214980,-4.04,,
-214990,,,454.0
-215088,-4.11,,
-215197,-4.0,,
-215216,,,443.0
-215305,-4.45,,
-215417,-4.0,,
-215456,,,452.0
-215465,,251.7,
-215525,-3.5,,
-215629,-4.87,,
-215692,,,445.0
-215744,,251.1,
-215745,-4.77,,
-215817,,,453.0
-215862,-4.66,,
-215977,-4.23,,
-216088,-5.39,,
-216212,-5.88,,
-216218,,,460.0
-216250,,245.3,
-216341,-5.0,,
-216411,,214.1,
-216461,-5.25,,
-216475,,,495.0
-216583,-5.45,,
-216709,-5.16,,
-216733,,,461.0
-216831,-5.23,,
-216954,-4.8,,
-216998,,,469.0
-217072,-4.96,,
-217117,,240.5,
-217166,,216.1,
-217190,-5.88,,
-217266,,,489.0
-217319,-5.51,,
-217443,-5.08,,
-217543,,,508.0
-217565,-5.29,,
-217687,-6.11,,
-217821,-5.98,,
-217825,,,538.0
-217954,-6.08,,
-218089,-5.69,,
-218108,,207.1,
-218115,,,477.0
-218219,-6.34,,
-218356,-6.34,,
-218426,,,484.0
-218494,-6.89,,
-218639,-6.52,,
-218729,,,491.0
-218779,-6.92,,
-218789,,208.8,
-218924,-6.74,,
-218985,,214.1,
-219038,,,488.0
-219068,-6.96,,
-219215,-7.47,,
-219368,-7.03,,
-219374,,,501.0
-219519,-8.77,,
-219688,-8.16,,
-219694,,,495.0
-219747,,216.1,
-219859,-7.38,,
-220012,-7.01,,
-220035,,,504.0
-220080,,205.6,
-220163,-7.57,,
-220325,-8.08,,
-220338,,,528.0
-220491,-8.2,,
-220589,,207.1,
-220629,,,519.0
-220659,-8.16,,
-220826,-8.07,,
-220979,,,543.0
-220996,-8.72,,
-221168,-8.15,,
-221179,,208.8,
-221316,,,489.0
-221336,-8.7,,
-221509,-7.99,,
-221652,,,464.0
-221677,-8.69,,
-221854,-8.57,,
-221918,,,504.0
-222027,-8.65,,
-222204,-8.08,,
-222319,,203.3,
-222321,,205.6,
-222374,-8.56,,
-222382,,,476.0
-222551,-8.07,,
-222719,-7.98,,
-222737,,,496.0
-222887,-8.01,,
-222950,,,516.0
-222973,,215.7,
-223053,-7.46,,
-223215,-7.76,,
-223381,-7.96,,
-223549,-6.52,,
-223699,-6.64,,
-223849,-6.36,,
-223956,,,556.0
-223959,,235.5,
-223994,-6.02,,
-224135,-5.19,,
-224265,-4.55,,
-224306,,,532.0
-224309,,203.3,
-224392,-6.13,,
-224538,-5.75,,
-224587,,,547.0
-224677,-6.53,,
-224761,,234.5,
-224763,,,547.0
-224823,-6.24,,
-224899,,215.7,
-224967,-5.78,,
-225077,,233.1,
-225109,-6.48,,
-225235,,,503.0
-225261,-6.43,,
-225412,-7.36,,
-225576,-7.57,,
-225582,,,504.0
-225741,-7.77,,
-225769,,235.5,
-225826,,224.5,
-225912,-7.21,,
-225938,,,491.0
-226076,-7.83,,
-226249,-8.31,,
-226297,,,517.0
-226430,-8.18,,
-226489,,234.5,
-226610,-8.33,,
-226642,,,490.0
-226792,-8.15,,
-226816,,233.1,
-226972,-8.12,,
-226992,,,471.0
-227151,-7.51,,
-227311,,,473.0
-227322,-7.23,,
-227471,,,464.0
-227473,,232.4,
-227488,-5.87,,
-227622,,224.5,
-227634,-6.27,,
-227786,-4.89,,
-227922,-6.92,,
-227927,,,474.0
-228082,-6.51,,
-228231,,,506.0
-228238,-6.53,,
-228396,-7.69,,
-228472,,233.9,
-228571,-7.72,,
-228572,,,456.0
-228747,-7.59,,
-228914,,,417.0
-228922,-7.32,,
-229097,-7.46,,
-229116,,241.6,
-229179,,232.4,
-229260,,,429.0
-229269,-7.1,,
-229438,-6.87,,
-229455,,,431.0
-229602,-6.67,,
-229763,-6.54,,
-229894,,,429.0
-229923,-6.0,,
-230076,-5.97,,
-230185,,,433.0
-230231,-5.48,,
-230241,,233.9,
-230377,-6.16,,
-230484,,,440.0
-230532,-6.01,,
-230686,-6.07,,
